edad;trabajo;estado civil;educacion;morosidad;saldo;vivienda;préstamo;contacto;dia;mes;duracion;campaña;pdias;previo;resultado anterior;Salida
36;Administrador;Soltero;Secundaria;no;1276;si;no;Celular;18;mayo;120;2;-1;0;desconocido;no
34;Administrador;Soltero;Superior;no;17016;si;no;Celular;18;mayo;104;3;178;1;exito;no
33;Administrador;Casado;Secundaria;no;4308;si;no;Celular;18;mayo;432;3;374;3;otro;no
44;Administrador;Divorciado;Secundaria;no;3108;si;no;Celular;18;mayo;517;3;350;2;fracaso;no
34;Obrero;Casado;Primaria;no;1568;si;no;Celular;18;mayo;180;3;360;1;fracaso;no
25;Servicio;Soltero;Secundaria;no;-1484;si;no;Celular;18;mayo;147;2;347;3;otro;no
39;Obrero;Casado;Secundaria;no;644;si;no;Celular;18;mayo;98;2;-1;0;desconocido;no
34;Obrero;Divorciado;Secundaria;no;-1204;si;si;Celular;18;mayo;465;2;-1;0;desconocido;no
32;Obrero;Casado;Primaria;no;-1816;si;si;Celular;18;mayo;801;5;355;2;fracaso;si
26;Obrero;Soltero;Secundaria;no;-372;si;no;Celular;18;mayo;599;2;-1;0;desconocido;no
50;Tecnico;Divorciado;Secundaria;no;464;si;no;Celular;18;mayo;40;2;321;14;otro;no
36;Obrero;Casado;Secundaria;no;-292;si;si;Celular;18;mayo;15;8;-1;0;desconocido;no
29;Tecnico;Soltero;Secundaria;no;2308;si;no;Celular;18;mayo;18;4;-1;0;desconocido;no
44;Administrador;Casado;Secundaria;no;1716;si;si;Celular;18;mayo;35;3;349;32;fracaso;no
27;Tecnico;Soltero;Secundaria;no;2392;si;no;Celular;18;mayo;309;2;-1;0;desconocido;no
27;Gerencia;Soltero;Superior;no;2296;si;no;Celular;18;mayo;196;3;-1;0;desconocido;no
60;Jubilado;Divorciado;Secundaria;no;1224;si;no;Celular;18;mayo;76;3;-1;0;desconocido;no
34;Administrador;Casado;Secundaria;no;4632;si;no;Celular;18;mayo;61;7;-1;0;desconocido;no
41;Gerencia;Casado;Superior;no;5548;si;no;Celular;18;mayo;154;2;-1;0;desconocido;no
57;Obrero;Casado;Secundaria;no;8232;si;no;Telefono;18;mayo;23;2;-1;0;desconocido;no
40;Obrero;Casado;Primaria;no;-140;si;no;Celular;18;mayo;194;3;-1;0;desconocido;no
22;Administrador;Soltero;Secundaria;no;4628;si;si;Celular;18;mayo;336;2;-1;0;desconocido;no
32;Obrero;Casado;Secundaria;no;-156;si;no;Celular;18;mayo;104;2;-1;0;desconocido;no
28;Gerencia;Soltero;Secundaria;no;6436;si;no;Celular;18;mayo;98;2;315;3;fracaso;no
46;Empresario;Casado;Secundaria;no;580;si;no;Celular;18;mayo;236;3;-1;0;desconocido;no
30;Tecnico;Casado;Secundaria;no;132;si;no;Celular;18;mayo;146;2;-1;0;desconocido;no
26;Obrero;Soltero;Primaria;no;-3548;si;no;Celular;18;mayo;827;2;-1;0;desconocido;si
35;Administrador;Soltero;Secundaria;no;736;si;no;Celular;18;mayo;181;2;-1;0;desconocido;no
40;Administrador;Divorciado;Secundaria;no;880;si;no;Celular;18;mayo;197;2;-1;0;desconocido;no
44;Tecnico;Soltero;Secundaria;no;236;si;no;Celular;18;mayo;9;4;341;19;fracaso;no
27;Tecnico;Casado;Secundaria;no;1068;si;no;Celular;18;mayo;166;4;-1;0;desconocido;no
30;Gerencia;Soltero;Superior;no;1056;si;no;Celular;18;mayo;36;2;370;2;otro;no
27;Administrador;Soltero;Primaria;no;2112;si;si;Celular;18;mayo;267;2;311;2;fracaso;no
52;Obrero;Casado;Secundaria;no;1064;si;no;Celular;18;mayo;87;2;299;3;otro;no
31;Servicio;Soltero;Secundaria;no;1032;si;no;Celular;18;mayo;409;3;-1;0;desconocido;no
34;Tecnico;Casado;Secundaria;no;3864;si;no;Celular;18;mayo;16;4;273;7;otro;no
35;Obrero;Divorciado;Secundaria;no;656;si;no;Celular;18;mayo;11;5;364;13;fracaso;no
57;Servicio;Divorciado;Primaria;no;8900;si;no;Celular;18;mayo;8;4;-1;0;desconocido;no
27;Obrero;Soltero;Secundaria;no;960;si;no;Celular;18;mayo;166;4;-1;0;desconocido;no
38;Administrador;Soltero;Secundaria;no;6240;si;no;Celular;18;mayo;9;2;178;3;fracaso;no
28;Obrero;Casado;Secundaria;no;4288;si;no;Celular;18;mayo;630;2;356;4;otro;no
30;Administrador;Casado;Secundaria;no;10712;si;no;Celular;18;mayo;23;5;-1;0;desconocido;no
35;Administrador;Casado;Secundaria;no;40532;no;si;Celular;18;mayo;382;2;-1;0;desconocido;no
23;Estudiante;Soltero;Secundaria;no;936;si;no;Celular;18;mayo;33;5;354;7;otro;no
29;Administrador;Soltero;Secundaria;no;1224;si;no;Celular;18;mayo;774;4;-1;0;desconocido;si
30;Servicio;Divorciado;Secundaria;no;5344;si;no;Celular;18;mayo;13;3;355;5;fracaso;no
30;Administrador;Soltero;Secundaria;no;12272;si;no;Celular;18;mayo;227;2;-1;0;desconocido;no
47;Servicio;Divorciado;Secundaria;no;-6920;si;si;Celular;18;mayo;178;3;-1;0;desconocido;no
54;Jubilado;Divorciado;Secundaria;no;1804;no;si;Celular;18;mayo;42;4;280;5;fracaso;no
34;Tecnico;Divorciado;Secundaria;no;68;si;no;Celular;18;mayo;375;3;-1;0;desconocido;no
28;Tecnico;Soltero;Secundaria;no;12;no;no;Telefono;18;mayo;40;8;349;6;fracaso;no
38;Gerencia;Soltero;Superior;no;9472;si;no;Celular;18;mayo;241;3;-1;0;desconocido;no
28;Obrero;Soltero;Secundaria;no;10112;si;no;Celular;18;mayo;190;8;-1;0;desconocido;no
30;Gerencia;Soltero;Superior;no;8068;si;no;Celular;18;mayo;213;4;-1;0;desconocido;no
36;Tecnico;Soltero;Secundaria;no;92;si;no;Celular;18;mayo;69;2;333;2;fracaso;no
37;Obrero;Casado;Secundaria;no;556;si;no;Celular;18;mayo;412;5;-1;0;desconocido;no
36;Obrero;Casado;Primaria;no;424;si;no;Celular;18;mayo;31;6;-1;0;desconocido;no
35;Obrero;Soltero;Secundaria;no;-1180;si;si;Celular;18;mayo;173;2;-1;0;desconocido;no
27;Obrero;Soltero;Secundaria;no;11008;si;no;Celular;18;mayo;165;2;-1;0;desconocido;no
29;Gerencia;Soltero;Superior;no;10548;si;no;Celular;18;mayo;179;3;-1;0;desconocido;no
30;Tecnico;Soltero;Secundaria;no;3112;si;no;Celular;18;mayo;22;2;346;2;fracaso;no
33;Obrero;Divorciado;Secundaria;no;3460;si;no;Celular;18;mayo;158;2;-1;0;desconocido;no
27;Obrero;Soltero;Secundaria;no;716;si;no;Celular;18;mayo;74;2;-1;0;desconocido;no
43;Servicio;Soltero;Secundaria;no;-252;si;no;Celular;18;mayo;92;3;374;1;otro;no
35;Gerencia;Soltero;Superior;no;-1168;si;no;Celular;18;mayo;166;2;272;6;fracaso;no
23;Obrero;Soltero;Secundaria;no;2672;si;no;Celular;18;mayo;857;3;-1;0;desconocido;no
40;Tecnico;Casado;Superior;no;4136;si;no;Celular;18;mayo;368;2;-1;0;desconocido;no
32;Administrador;Soltero;Desconocido;no;10768;si;no;Celular;18;mayo;99;2;-1;0;desconocido;no
25;Obrero;Soltero;Primaria;no;1168;si;si;Celular;18;mayo;1027;2;-1;0;desconocido;si
33;Administrador;Soltero;Secundaria;no;-1484;si;si;Celular;18;mayo;221;2;350;4;otro;no
24;Servicio;Soltero;Secundaria;no;5196;si;si;Celular;18;mayo;113;2;-1;0;desconocido;no
25;Obrero;Soltero;Secundaria;no;1280;si;no;Celular;18;mayo;549;3;-1;0;desconocido;no
32;Gerencia;Casado;Superior;no;4164;si;no;Celular;18;mayo;577;2;-1;0;desconocido;no
28;Empresario;Soltero;Superior;no;896;si;no;Celular;18;mayo;567;2;-1;0;desconocido;no
27;Desempleado;Soltero;Secundaria;no;1036;si;no;Celular;18;mayo;12;2;-1;0;desconocido;no
42;Obrero;Casado;Primaria;no;6748;si;no;Celular;18;mayo;14;3;178;3;otro;no
56;Administrador;Casado;Secundaria;no;380;si;no;Celular;18;mayo;428;2;-1;0;desconocido;no
40;Tecnico;Soltero;Secundaria;no;764;si;no;Celular;18;mayo;19;4;374;1;otro;no
34;Obrero;Soltero;Primaria;no;18892;si;no;Celular;18;mayo;350;3;-1;0;desconocido;no
29;Empresario;Soltero;Superior;no;876;si;no;Celular;18;mayo;76;2;356;1;fracaso;no
30;Jubilado;Soltero;Secundaria;no;192;no;no;Celular;18;mayo;142;2;300;1;otro;no
34;Gerencia;Soltero;Superior;no;-2312;si;no;Celular;18;mayo;767;2;-1;0;desconocido;si
46;Empresario;Divorciado;Superior;no;592;si;no;Celular;18;mayo;61;3;350;5;otro;no
49;Gerencia;Casado;Superior;no;12252;si;no;Celular;18;mayo;68;2;-1;0;desconocido;no
33;Obrero;Casado;Secundaria;no;556;si;si;Celular;18;mayo;732;2;291;5;fracaso;si
22;Gerencia;Soltero;Superior;no;412;si;no;Celular;18;mayo;130;2;-1;0;desconocido;no
32;Tecnico;Soltero;Superior;no;10736;si;no;Celular;18;mayo;542;2;-1;0;desconocido;si
25;Gerencia;Casado;Superior;no;508;si;no;Celular;18;mayo;695;2;-1;0;desconocido;no
31;Tecnico;Soltero;Superior;no;-964;si;no;Celular;18;mayo;333;2;355;1;fracaso;no
33;Obrero;Casado;Secundaria;no;72;si;no;Celular;18;mayo;312;3;-1;0;desconocido;no
33;Tecnico;Soltero;Secundaria;no;5116;si;no;Celular;18;mayo;239;2;349;3;exito;no
29;Obrero;Divorciado;Desconocido;no;404;si;no;Celular;18;mayo;295;2;355;4;fracaso;no
29;Gerencia;Casado;Superior;no;1272;si;no;Celular;18;mayo;1434;2;356;4;fracaso;no
37;Administrador;Soltero;Secundaria;no;64;no;no;Celular;18;mayo;488;5;336;2;fracaso;no
34;Obrero;Casado;Secundaria;no;1420;si;no;Celular;18;mayo;189;3;348;3;fracaso;no
23;Estudiante;Soltero;Secundaria;no;10120;si;no;Celular;18;mayo;194;3;364;3;otro;no
34;Gerencia;Casado;Superior;no;6628;si;no;Celular;18;mayo;566;2;356;4;fracaso;no
26;Servicio;Soltero;Primaria;no;-128;si;no;Celular;18;mayo;486;2;336;6;otro;no
30;Gerencia;Casado;Superior;no;7256;si;no;Celular;18;mayo;207;4;-1;0;desconocido;no
37;Obrero;Casado;Secundaria;no;-332;si;no;Celular;18;mayo;179;4;-1;0;desconocido;no
28;Obrero;Casado;Primaria;no;2076;si;no;Celular;18;mayo;82;9;-1;0;desconocido;no
22;Estudiante;Soltero;Primaria;no;440;si;no;Celular;18;mayo;237;2;-1;0;desconocido;no
35;Administrador;Soltero;Secundaria;no;724;si;no;Celular;18;mayo;217;4;301;1;fracaso;no
51;Obrero;Soltero;Primaria;no;220;si;no;Celular;18;mayo;351;2;-1;0;desconocido;no
33;Gerencia;Soltero;Secundaria;no;876;si;no;Celular;18;mayo;19;4;-1;0;desconocido;no
27;Empresario;Casado;Secundaria;no;388;si;si;Celular;18;mayo;13;3;-1;0;desconocido;no
29;Obrero;Casado;Secundaria;no;7832;si;no;Celular;18;mayo;112;4;349;1;fracaso;no
34;Administrador;Casado;Secundaria;no;1572;si;no;Celular;18;mayo;222;4;355;1;fracaso;no
59;Jubilado;Divorciado;Primaria;no;188;si;no;Telefono;18;mayo;110;3;374;1;fracaso;no
35;Gerencia;Soltero;Superior;no;37344;si;no;Celular;18;mayo;311;2;-1;0;desconocido;no
27;Obrero;Soltero;Secundaria;no;1176;si;no;Celular;18;mayo;466;2;-1;0;desconocido;no
26;Obrero;Soltero;Secundaria;no;-1400;si;no;Celular;18;mayo;80;3;329;3;fracaso;no
31;Obrero;Casado;Secundaria;no;2048;si;no;Celular;18;mayo;109;2;-1;0;desconocido;no
39;Obrero;Divorciado;Primaria;no;3260;si;no;Celular;18;mayo;22;3;-1;0;desconocido;no
43;Independiente;Casado;Secundaria;no;1948;si;no;Telefono;18;mayo;54;2;279;4;fracaso;no
33;Gerencia;Soltero;Superior;no;5216;si;no;Celular;18;mayo;536;2;-1;0;desconocido;si
38;Obrero;Casado;Primaria;no;22572;si;no;Celular;18;mayo;106;2;362;1;fracaso;no
28;Tecnico;Soltero;Secundaria;no;-64;si;no;Celular;18;mayo;251;3;-1;0;desconocido;no
45;Administrador;Soltero;Secundaria;no;9576;si;si;Telefono;18;mayo;895;12;-1;0;desconocido;no
30;Obrero;Soltero;Secundaria;no;35800;si;no;Celular;18;mayo;11;4;355;1;otro;no
45;Administrador;Casado;Secundaria;no;56;no;si;Celular;18;mayo;8;9;353;5;fracaso;no
30;Servicio;Soltero;Secundaria;no;708;si;no;Celular;18;mayo;187;4;356;2;otro;no
30;Servicio;Casado;Secundaria;no;7232;si;no;Celular;18;mayo;83;2;-1;0;desconocido;no
34;Obrero;Casado;Primaria;no;-4;si;no;Celular;18;mayo;1057;6;355;1;otro;si
24;Obrero;Soltero;Primaria;no;696;si;no;Celular;18;mayo;22;3;-1;0;desconocido;no
36;Empresario;Casado;Secundaria;no;984;si;no;Celular;18;mayo;427;4;-1;0;desconocido;no
29;Gerencia;Divorciado;Superior;no;2236;si;no;Celular;18;mayo;6;4;-1;0;desconocido;no
36;Obrero;Soltero;Primaria;no;360;si;no;Celular;18;mayo;50;2;360;1;fracaso;no
48;Obrero;Casado;Secundaria;no;21224;si;no;Celular;18;mayo;66;2;368;1;fracaso;no
32;Obrero;Casado;Desconocido;no;5068;si;no;Celular;18;mayo;66;2;-1;0;desconocido;no
28;Servicio;Soltero;Secundaria;no;516;si;no;Celular;18;mayo;32;2;-1;0;desconocido;no
56;Obrero;Casado;Secundaria;no;3504;si;no;Telefono;18;mayo;93;2;-1;0;desconocido;no
40;Gerencia;Divorciado;Superior;no;-300;si;no;Celular;18;mayo;193;2;-1;0;desconocido;no
47;Servicio;Casado;Secundaria;no;196;si;no;Celular;18;mayo;250;4;-1;0;desconocido;no
47;Obrero;Soltero;Secundaria;no;228;si;no;Celular;18;mayo;72;3;369;4;fracaso;no
29;Administrador;Soltero;Secundaria;no;2384;si;no;Celular;18;mayo;172;2;346;6;fracaso;no
58;Gerencia;Casado;Primaria;no;304;si;no;Telefono;18;mayo;54;4;-1;0;desconocido;no
31;Gerencia;Soltero;Secundaria;no;5240;si;no;Celular;18;mayo;12;2;-1;0;desconocido;no
25;Obrero;Soltero;Secundaria;no;336;si;no;Celular;18;mayo;6;2;-1;0;desconocido;no
29;Gerencia;Casado;Superior;no;5548;si;no;Celular;18;mayo;256;2;-1;0;desconocido;si
34;Obrero;Casado;Secundaria;no;1852;si;no;Celular;18;mayo;11;11;360;4;fracaso;no
26;Obrero;Casado;Primaria;no;688;si;no;Celular;18;mayo;410;3;354;3;fracaso;no
34;Tecnico;Casado;Secundaria;no;472;si;no;Celular;18;mayo;53;4;262;2;fracaso;no
24;Tecnico;Soltero;Secundaria;no;-624;si;no;Celular;18;mayo;4;2;-1;0;desconocido;no
33;Independiente;Soltero;Secundaria;no;544;si;no;Celular;18;mayo;30;2;336;13;otro;no
27;Tecnico;Soltero;Secundaria;no;312;si;si;Celular;18;mayo;5;2;-1;0;desconocido;no
57;Jubilado;Casado;Primaria;no;1364;si;no;Telefono;18;mayo;27;10;-1;0;desconocido;no
24;Tecnico;Soltero;Secundaria;no;-292;si;no;Celular;18;mayo;7;2;-1;0;desconocido;no
28;Administrador;Soltero;Primaria;no;100;si;no;Celular;18;mayo;296;2;-1;0;desconocido;no
33;Obrero;Casado;Primaria;no;-528;si;si;Celular;18;mayo;170;6;-1;0;desconocido;no
30;Obrero;Soltero;Secundaria;no;2332;no;no;Celular;18;mayo;453;2;-1;0;desconocido;no
28;Servicio;Casado;Secundaria;no;152;si;no;Celular;18;mayo;16;5;355;3;otro;no
34;Obrero;Soltero;Primaria;no;72;no;no;Celular;18;mayo;324;4;360;3;otro;no
39;Tecnico;Casado;Secundaria;no;24;si;no;Celular;18;mayo;122;3;357;4;fracaso;no
25;Obrero;Soltero;Secundaria;no;1144;si;no;Celular;18;mayo;663;2;-1;0;desconocido;no
51;Servicio;Casado;Primaria;no;2544;si;si;Telefono;18;mayo;36;6;-1;0;desconocido;no
24;Obrero;Soltero;Secundaria;no;-1592;si;no;Celular;18;mayo;14;3;355;4;otro;no
29;Obrero;Casado;Secundaria;no;388;si;no;Celular;18;mayo;342;4;-1;0;desconocido;no
32;Obrero;Soltero;Desconocido;no;1032;si;no;Celular;18;mayo;291;2;-1;0;desconocido;no
27;Tecnico;Casado;Superior;no;704;si;no;Celular;18;mayo;10;2;350;7;otro;no
22;Servicio;Casado;Secundaria;no;3268;si;no;Celular;18;mayo;128;3;-1;0;desconocido;no
24;Administrador;Soltero;Secundaria;no;3372;si;no;Celular;18;mayo;22;2;-1;0;desconocido;no
32;Administrador;Divorciado;Secundaria;si;20;si;si;Celular;18;mayo;82;3;363;2;otro;no
35;Servicio;Casado;Secundaria;no;0;si;no;Celular;18;mayo;146;2;-1;0;desconocido;no
31;Tecnico;Casado;Secundaria;no;-476;si;no;Celular;18;mayo;9;5;-1;0;desconocido;no
31;Empresario;Casado;Primaria;no;-392;si;no;Celular;18;mayo;9;3;362;7;fracaso;no
31;Administrador;Soltero;Secundaria;no;-1688;si;no;Celular;18;mayo;64;2;329;15;otro;no
32;Tecnico;Casado;Secundaria;no;2320;si;no;Celular;18;mayo;8;4;279;2;otro;no
30;Obrero;Divorciado;Primaria;no;-1032;si;no;Celular;18;mayo;18;2;-1;0;desconocido;no
40;Servicio;Casado;Secundaria;no;2656;si;si;Celular;18;mayo;29;5;-1;0;desconocido;no
28;Administrador;Casado;Secundaria;no;2304;si;si;Celular;18;mayo;20;6;-1;0;desconocido;no
31;Desempleado;Soltero;Secundaria;no;2000;si;no;Celular;18;mayo;184;2;350;2;fracaso;no
31;Obrero;Soltero;Primaria;no;1368;si;no;Celular;18;mayo;284;2;-1;0;desconocido;no
40;Obrero;Casado;Secundaria;no;2012;si;si;Celular;18;mayo;24;2;-1;0;desconocido;no
28;Tecnico;Soltero;Superior;no;1704;no;no;Celular;18;mayo;11;4;355;1;otro;no
27;Tecnico;Soltero;Secundaria;no;620;si;no;Celular;18;mayo;26;4;-1;0;desconocido;no
24;Empresario;Soltero;Secundaria;no;276;si;no;Celular;18;mayo;35;3;-1;0;desconocido;no
32;Administrador;Soltero;Superior;no;3608;si;no;Celular;18;mayo;50;7;-1;0;desconocido;no
49;Administrador;Casado;Secundaria;no;3520;si;si;Celular;18;mayo;22;3;-1;0;desconocido;no
27;Tecnico;Soltero;Secundaria;no;7368;si;si;Celular;18;mayo;687;2;300;1;fracaso;no
24;Servicio;Casado;Secundaria;no;732;si;no;Celular;18;mayo;453;4;-1;0;desconocido;no
35;Tecnico;Casado;Secundaria;no;-2824;si;si;Celular;18;mayo;44;2;-1;0;desconocido;no
28;Independiente;Casado;Secundaria;no;-2088;si;si;Celular;18;mayo;638;2;-1;0;desconocido;si
40;Obrero;Casado;Primaria;no;2368;si;no;Celular;18;mayo;80;3;350;2;fracaso;no
29;Obrero;Soltero;Secundaria;no;5888;no;no;Celular;18;mayo;246;2;-1;0;desconocido;no
57;Servicio;Casado;Secundaria;no;2672;si;si;Telefono;18;mayo;12;5;-1;0;desconocido;no
47;Administrador;Casado;Secundaria;no;-484;si;si;Celular;18;mayo;167;4;314;4;fracaso;no
36;Obrero;Casado;Secundaria;no;-692;si;no;Celular;18;mayo;197;3;-1;0;desconocido;no
49;Administrador;Soltero;Secundaria;no;4600;si;no;Celular;18;mayo;126;2;355;1;fracaso;no
24;Obrero;Soltero;Secundaria;no;21928;si;no;Celular;18;mayo;424;2;-1;0;desconocido;no
37;Gerencia;Soltero;Superior;no;41076;si;no;Celular;18;mayo;28;2;-1;0;desconocido;no
32;Tecnico;Soltero;Secundaria;no;-1888;si;si;Celular;18;mayo;121;2;-1;0;desconocido;no
40;Gerencia;Casado;Superior;no;792;si;no;Celular;18;mayo;214;5;364;8;fracaso;no
26;Administrador;Soltero;Secundaria;no;1932;si;no;Celular;18;mayo;305;2;-1;0;desconocido;no
33;Independiente;Casado;Secundaria;no;2844;si;no;Celular;18;mayo;90;2;-1;0;desconocido;no
22;Servicio;Soltero;Secundaria;no;944;si;no;Celular;18;mayo;236;2;-1;0;desconocido;no
32;Obrero;Soltero;Secundaria;no;540;si;no;Celular;18;mayo;232;2;-1;0;desconocido;no
37;Administrador;Soltero;Secundaria;no;704;si;no;Celular;18;mayo;80;2;-1;0;desconocido;no
24;Obrero;Soltero;Secundaria;no;5684;si;no;Celular;18;mayo;209;2;-1;0;desconocido;no
33;Gerencia;Soltero;Secundaria;no;11820;si;no;Celular;18;mayo;178;2;-1;0;desconocido;no
26;Obrero;Soltero;Secundaria;no;92;si;no;Celular;18;mayo;11;6;367;1;otro;no
28;Obrero;Soltero;Primaria;no;1704;si;no;Celular;18;mayo;953;3;-1;0;desconocido;no
24;Estudiante;Soltero;Secundaria;no;2032;si;no;Telefono;18;mayo;12;3;374;1;otro;no
46;Servicio;Casado;Primaria;no;464;si;no;Celular;18;mayo;267;4;341;3;fracaso;no
32;Tecnico;Soltero;Desconocido;no;-1204;si;no;Celular;18;mayo;176;2;-1;0;desconocido;no
32;Independiente;Soltero;Secundaria;no;2072;si;no;Celular;18;mayo;34;7;-1;0;desconocido;no
33;Tecnico;Soltero;Secundaria;no;-1452;si;no;Celular;18;mayo;214;2;-1;0;desconocido;no
48;Obrero;Divorciado;Secundaria;no;-1256;si;no;Celular;18;mayo;7;5;-1;0;desconocido;no
30;Administrador;Soltero;Secundaria;no;8;si;no;Telefono;18;mayo;56;9;-1;0;desconocido;no
30;Obrero;Soltero;Secundaria;no;7348;si;no;Celular;18;mayo;109;2;-1;0;desconocido;no
35;Tecnico;Soltero;Secundaria;no;-784;si;no;Celular;18;mayo;45;2;-1;0;desconocido;no
35;Tecnico;Soltero;Secundaria;no;900;si;no;Celular;18;mayo;7;5;-1;0;desconocido;no
38;Tecnico;Soltero;Secundaria;no;-968;si;no;Celular;18;mayo;1173;3;278;6;exito;si
29;Obrero;Casado;Primaria;no;316;si;no;Celular;18;mayo;27;4;356;2;fracaso;no
38;Gerencia;Divorciado;Superior;no;-796;si;no;Celular;18;mayo;15;3;-1;0;desconocido;no
23;Servicio;Soltero;Secundaria;no;5572;si;si;Celular;18;mayo;42;8;-1;0;desconocido;no
27;Tecnico;Soltero;Secundaria;no;1168;si;no;Telefono;18;mayo;45;4;-1;0;desconocido;no
36;Obrero;Casado;Primaria;no;6192;si;si;Celular;18;mayo;226;2;-1;0;desconocido;no
25;Servicio;Casado;Secundaria;no;484;si;no;Celular;18;mayo;477;3;356;3;otro;no
24;Servicio;Soltero;Secundaria;si;-5656;si;si;Celular;18;mayo;171;2;-1;0;desconocido;no
31;Obrero;Soltero;Secundaria;no;4496;si;no;Celular;18;mayo;82;4;-1;0;desconocido;no
37;Obrero;Casado;Desconocido;no;-472;si;no;Celular;18;mayo;21;2;-1;0;desconocido;no
29;Gerencia;Soltero;Superior;no;2888;si;no;Telefono;18;mayo;81;4;-1;0;desconocido;no
35;Servicio;Soltero;Secundaria;no;2876;si;no;Celular;18;mayo;1359;3;368;3;fracaso;si
43;Servicio;Casado;Superior;no;2076;si;no;Celular;18;mayo;715;6;-1;0;desconocido;no
31;Obrero;Soltero;Secundaria;no;2828;si;no;Celular;18;mayo;52;2;-1;0;desconocido;no
42;Servicio;Casado;Secundaria;no;4660;si;no;Celular;18;mayo;485;6;-1;0;desconocido;no
38;Tecnico;Casado;Secundaria;no;3904;si;no;Celular;18;mayo;32;8;308;3;exito;no
26;Administrador;Soltero;Secundaria;no;944;si;si;Celular;18;mayo;8;2;-1;0;desconocido;no
27;Estudiante;Soltero;Secundaria;no;2272;si;no;Celular;18;mayo;28;6;-1;0;desconocido;no
28;Administrador;Soltero;Secundaria;no;0;si;si;Celular;18;mayo;390;5;-1;0;desconocido;si
38;Servicio;Divorciado;Secundaria;no;2840;si;no;Celular;18;mayo;1880;2;-1;0;desconocido;no
29;Desempleado;Soltero;Superior;no;1988;si;no;Celular;18;mayo;642;3;298;6;exito;si
20;Obrero;Soltero;Secundaria;no;304;si;no;Celular;18;mayo;639;2;-1;0;desconocido;si
28;Obrero;Casado;Secundaria;no;4452;si;no;Celular;22;mayo;135;1;108;2;otro;no
46;Gerencia;Soltero;Superior;no;26604;no;no;Celular;22;mayo;114;1;60;1;fracaso;no
42;Obrero;Casado;Secundaria;no;1464;si;no;Celular;22;mayo;324;1;106;1;fracaso;si
45;Administrador;Divorciado;Secundaria;no;1588;si;si;Celular;22;mayo;582;1;95;2;exito;si
31;Servicio;Soltero;Secundaria;no;9008;no;no;Celular;22;mayo;394;1;-1;0;desconocido;no
37;Gerencia;Casado;Superior;no;14892;no;no;Celular;22;mayo;354;1;-1;0;desconocido;si
58;Gerencia;Divorciado;Superior;no;17024;no;no;Celular;22;mayo;121;1;-1;0;desconocido;no
32;Tecnico;Soltero;Superior;no;6500;no;no;Celular;22;mayo;796;1;109;1;fracaso;si
27;Estudiante;Soltero;Secundaria;no;7700;no;no;Celular;22;mayo;190;1;-1;0;desconocido;no
59;Administrador;Casado;Secundaria;no;424;no;no;Celular;22;mayo;186;1;-1;0;desconocido;si
45;Obrero;Casado;Secundaria;no;2412;no;no;Celular;22;mayo;204;1;-1;0;desconocido;no
31;Gerencia;Soltero;Superior;no;50428;no;no;Celular;22;mayo;150;1;-1;0;desconocido;no
45;Administrador;Casado;Secundaria;no;27884;no;no;Celular;22;mayo;119;1;-1;0;desconocido;no
24;Gerencia;Soltero;Superior;no;12788;no;no;Celular;22;mayo;172;1;-1;0;desconocido;no
33;Gerencia;Casado;Superior;no;324;si;no;Celular;22;mayo;104;1;186;1;fracaso;no
27;Gerencia;Soltero;Superior;no;1508;no;no;Celular;22;mayo;91;1;-1;0;desconocido;no
39;Gerencia;Casado;Secundaria;no;72;si;no;Celular;22;mayo;230;1;-1;0;desconocido;no
38;Independiente;Casado;Secundaria;no;32376;no;no;Celular;22;mayo;94;7;-1;0;desconocido;no
30;Gerencia;Casado;Superior;no;3508;no;no;Celular;22;mayo;122;2;108;3;fracaso;no
54;Tecnico;Casado;Superior;no;4752;si;no;Celular;22;mayo;89;1;-1;0;desconocido;no
36;Tecnico;Soltero;Secundaria;no;216;no;no;Celular;22;mayo;563;1;-1;0;desconocido;no
55;Gerencia;Casado;Desconocido;no;6016;si;no;Celular;22;mayo;338;2;-1;0;desconocido;si
39;Tecnico;Casado;Secundaria;no;9064;no;no;Celular;22;mayo;86;1;93;4;exito;no
43;Desempleado;Soltero;Desconocido;no;13096;si;no;Celular;22;mayo;680;1;95;1;fracaso;no
36;Gerencia;Soltero;Superior;no;1960;no;no;Celular;22;mayo;72;1;-1;0;desconocido;no
29;Gerencia;Soltero;Superior;no;1060;no;no;Celular;22;mayo;491;1;-1;0;desconocido;si
37;Administrador;Casado;Secundaria;no;5256;si;no;Celular;22;mayo;74;1;14;9;fracaso;no
49;Desempleado;Casado;Superior;no;1508;no;no;Celular;22;mayo;158;1;59;2;fracaso;no
37;Servicio;Casado;Secundaria;no;6172;si;no;Celular;22;mayo;298;1;10;6;fracaso;si
59;Gerencia;Casado;Superior;no;8956;no;no;Celular;22;mayo;431;1;-1;0;desconocido;si
47;Tecnico;Casado;Secundaria;no;14076;no;si;Telefono;22;mayo;152;1;-1;0;desconocido;no
51;Gerencia;Casado;Superior;no;0;si;no;Celular;22;mayo;168;1;-1;0;desconocido;no
36;Obrero;Soltero;Secundaria;no;2028;si;no;Celular;22;mayo;210;1;-1;0;desconocido;no
27;Tecnico;Divorciado;Secundaria;no;7908;si;no;Celular;22;mayo;449;1;-1;0;desconocido;si
34;Administrador;Casado;Superior;no;40;no;no;Celular;22;mayo;81;1;-1;0;desconocido;no
